"","Pop_1","Pop_2","Pop_3"
"loc2290",0.125,0.4762,0.2667
"loc2291",0.2321,0.5,0.3333
"loc2292",0.5,0.4762,0.5
"loc2293",0.2321,0.5,0.4
"loc2294",0.2321,0.5,0.3333
"loc2295",0.5,0.5,0.5
"loc2296",0.5,0.2619,0.4667
"loc2297",0.4821,0.4286,0.4667
"loc2298",0.4821,0.4286,0.4667
"loc2299",0.3929,0.2619,0.4778
"loc2300",0.2321,0.5238,0.4
"loc2301",0.2321,0.5,0.3333
"loc2302",0.125,0.4762,0.3333
"loc2303",0.2321,0.5,0.3333
"loc2304",0.2321,0.5,0.3333
"loc2305",0.4821,0.3571,0.4667
"loc2306",0.125,0.4762,0.1889
"loc2307",0.125,0.4762,0.1889
"loc2308",0.2321,0.5,0.3333
"loc2309",0.2321,0.5,0.3333
"loc2310",0.3929,0.5238,0.2
"loc2311",0.3929,0.5238,0.2
"loc2312",0.3929,0.5238,0.2
"loc2313",0.3929,0.5238,0.2
"loc2314",0.125,0.1429,0.1
"loc2315",0,0.381,0.1889
"loc2316",0.125,0.5238,0.2667
"loc2317",0.4107,0.2619,0.4778
"loc2318",0.3929,0.4524,0.1
"loc2319",0,0.1429,0.1
"loc2320",0.125,0,0.1
"loc2321",0,0.1429,0.2
"loc2322",0,0.381,0.2667
"loc2323",0,0.1429,0.1
"loc2324",0.4821,0.4524,0.3889
"loc2325",0,0.2619,0.1889
"loc2326",0,0,0.2
"loc2327",0,0,0.2
"loc2328",0.4821,0.3571,0.2667
"loc2329",0.125,0.1429,0
"loc2330",0,0,0.2667
"loc2331",0,0.1429,0.1889
"loc2332",0,0.2619,0.1
"loc2333",0.2321,0,0.1889
"loc2334",0,0.1429,0.1
"loc2335",0.3929,0,0
"loc2336",0.3214,0.1429,0.2778
"loc2337",0,0.1429,0.1
"loc2338",0,0,0.2778
"loc2339",0.3214,0,0
"loc2340",0,0.4762,0.3889
"loc2341",0.3214,0,0
"loc2342",0,0.1429,0.2778
"loc2343",0,0.4762,0.4778
"loc2344",0,0.2619,0.1889
"loc2345",0,0.2619,0.1889
"loc2346",0,0.2619,0.1889
"loc2347",0.125,0.2619,0.1889
"loc2348",0.3214,0.5238,0.4556
"loc2349",0.125,0.2619,0.2
"loc2350",0.2321,0.1429,0.2
"loc2351",0.3929,0.2619,0.1
"loc2352",0.3929,0.2619,0.1
"loc2353",0.5179,0.381,0.5
"loc2354",0.125,0.381,0.2
"loc2355",0.5179,0.4524,0.5444
"loc2356",0.125,0.1429,0
"loc2357",0.125,0.1429,0
"loc2358",0.125,0.1429,0
"loc2359",0.125,0.1429,0
"loc2360",0.125,0.1429,0
"loc2361",0.125,0.1429,0.1
"loc2362",0.125,0.1429,0.1
"loc2363",0.125,0.1429,0.1
"loc2364",0,0,0.1889
"loc2365",0,0,0.1889
"loc2366",0,0,0.1889
"loc2367",0.3929,0.3571,0.3444
"loc2368",0.5179,0.381,0.5222
"loc2369",0.125,0.4762,0.1889
"loc2370",0.125,0.4762,0.3444
"loc2371",0.125,0.4762,0.3444
"loc2372",0.125,0.4762,0.3444
"loc2373",0.125,0.4762,0.2667
"loc2374",0.125,0.4762,0.2667
"loc2375",0.125,0.4762,0.2667
"loc2376",0.125,0.4762,0.2667
"loc2377",0.125,0.4762,0.2667
"loc2378",0.125,0.4762,0.2667
"loc2379",0.125,0.4762,0.2667
"loc2380",0.125,0.4762,0.2667
"loc2381",0.125,0.4762,0.2667
"loc2382",0.125,0.4762,0.2667
"loc2383",0.125,0.3571,0.1889
"loc2384",0.3929,0.4286,0.5
"loc2385",0,0.2619,0.1
"loc2386",0,0.2619,0.1
"loc2387",0,0.381,0.1
"loc2388",0,0.381,0.1889
"loc2389",0,0.1429,0.2667
"loc2390",0,0.381,0.1889
"loc2391",0,0.381,0.1889
"loc2392",0,0.381,0.1889
"loc2393",0,0.2619,0.1889
"loc2394",0,0.2619,0.1889
"loc2395",0,0.3571,0.1889
"loc2396",0,0.3571,0.1889
"loc2397",0,0.3571,0.1889
"loc2398",0,0.3571,0.1889
"loc2399",0,0.3571,0.1889
"loc2400",0,0.3571,0.1889
"loc2401",0,0.2619,0.1889
"loc2402",0,0.2619,0.1889
"loc2403",0,0.3571,0.1889
"loc2404",0,0.3571,0.1889
"loc2405",0,0.3571,0.1889
"loc2406",0.125,0.4286,0.1889
"loc2407",0,0.3571,0.1889
"loc2408",0.125,0.4286,0.1889
"loc2409",0.125,0.4286,0.1889
"loc2410",0.125,0.4286,0.1889
"loc2411",0.125,0.4286,0.1889
"loc2412",0.125,0.4286,0.1889
"loc2413",0.125,0.4286,0.1889
"loc2414",0,0,0.2778
"loc2415",0.2321,0.1429,0.1889
"loc2416",0.2321,0,0
"loc2417",0,0.2857,0
"loc2418",0.5179,0.5476,0.5111
"loc2419",0,0,0.2667
"loc2420",0.3214,0.4524,0.4667
"loc2421",0.125,0.1429,0.1889
"loc2422",0.3214,0.4524,0.4444
"loc2423",0.125,0.2857,0.1889
"loc2424",0.5357,0,0
"loc2425",0,0.2619,0.1
"loc2426",0,0.2619,0
"loc2427",0.4821,0.4286,0.3333
"loc2428",0.125,0,0.1
"loc2429",0,0.2619,0
"loc2430",0,0,0.1889
"loc2431",0.125,0,0.1
"loc2432",0.3929,0.1429,0.2778
"loc2433",0.125,0.2619,0.1
"loc2434",0.5357,0.5238,0.2
"loc2435",0.125,0,0.1
"loc2436",0.125,0.381,0.1
"loc2437",0,0.381,0
"loc2438",0,0.1429,0.1889
"loc2439",0.125,0.1429,0
"loc2440",0.5357,0.2619,0.4
"loc2441",0.4107,0.4762,0.5
"loc2442",0.3214,0.1429,0.4
"loc2443",0.125,0.1429,0
"loc2444",0,0.381,0.4333
"loc2445",0.4643,0.5238,0.5
"loc2446",0.4107,0.5476,0.5111
"loc2447",0,0,0.1889
"loc2448",0,0,0.1889
"loc2449",0.125,0.2619,0.1
"loc2450",0,0,0.1889
"loc2451",0.125,0,0.1889
"loc2452",0.2321,0.5238,0.4778
"loc2453",0.3214,0.3571,0.1
"loc2454",0,0,0.2667
"loc2455",0.5,0.5,0.3889
"loc2456",0.5,0.5,0.4889
"loc2457",0.5,0.5,0.5
"loc2458",0.5,0.5,0.4333
"loc2459",0.5,0.5,0.5
"loc2460",0.5,0.5,0.5
"loc2461",0.5,0.5,0.5
"loc2462",0.5,0.5,0.5
"loc2463",0,0.1429,0.2667
"loc2464",0,0.4286,0.1
"loc2465",0.4464,0.3571,0.5
"loc2466",0.4821,0.5,0.4889
"loc2467",0.5,0.5,0.5
"loc2468",0,0,0.2667
"loc2469",0.125,0,0.1889
"loc2470",0.5,0.5,0.5
"loc2471",0.5,0.5,0.5
"loc2472",0.5,0.5,0.5
"loc2473",0.5,0.5,0.5
"loc2474",0.4464,0.4762,0.5
"loc2475",0.3929,0.5,0.4889
"loc2476",0.5,0.5,0.3889
"loc2477",0.5,0.5,0.3889
"loc2478",0.5,0.5,0.4667
"loc2479",0.3929,0.2619,0.1
"loc2480",0.125,0.1429,0.1
"loc2481",0.4464,0.5238,0.5
"loc2482",0.125,0,0.1889
"loc2483",0.125,0,0.1889
"loc2484",0.125,0,0.1889
"loc2485",0.125,0,0.1889
"loc2486",0.125,0,0.1889
"loc2487",0.125,0,0.1
"loc2488",0.125,0,0.1
"loc2489",0.125,0,0.1889
"loc2490",0.125,0,0.1889
"loc2491",0.125,0,0.1889
"loc2492",0.2321,0.1429,0.3333
"loc2493",0.5,0.5,0.5
"loc2494",0.5,0.5,0.5
"loc2495",0.125,0.1429,0.1
"loc2496",0.5,0.5,0.5
"loc2497",0.3929,0.5,0.4333
"loc2498",0.5,0.5,0.4667
"loc2499",0.5,0.5,0.5
"loc2500",0.5,0.5,0.5
"loc2501",0.5,0.5,0.5
"loc2502",0.5,0.5,0.5
"loc2503",0.3929,0.4762,0.3333
"loc2504",0.125,0,0.1889
"loc2505",0.125,0.3571,0.1889
"loc2506",0.3214,0.2619,0.4333
"loc2507",0.125,0.4286,0.1889
"loc2508",0.125,0.4286,0.1889
"loc2509",0,0,0.1889
"loc2510",0.125,0.4762,0.2667
"loc2511",0.125,0.4762,0.1889
"loc2512",0.125,0.4762,0.1889
"loc2513",0.125,0.4762,0.1889
"loc2514",0.125,0.4762,0.1889
"loc2515",0.5,0.5,0.5
"loc2516",0.5,0.5,0.4889
"loc2517",0.3214,0.3571,0.3444
"loc2518",0.4464,0.4286,0.4778
"loc2519",0.125,0.1429,0
"loc2520",0.4464,0.4286,0.4444
"loc2521",0.3214,0.3571,0.3444
"loc2522",0.125,0.1429,0
"loc2523",0.4464,0.4286,0.4444
"loc2524",0,0,0.3333
"loc2525",0.2321,0,0
"loc2526",0.3929,0.3571,0.4444
"loc2527",0.3929,0.4286,0.2667
"loc2528",0.3929,0.3571,0.3333
"loc2529",0.4821,0.4762,0.3889
"loc2530",0.3929,0.2619,0.1889
"loc2531",0.5,0.5,0.3889
"loc2532",0.5,0.5,0.5
"loc2533",0.4464,0.4286,0.4444
"loc2534",0,0.2619,0.1
"loc2535",0.3214,0.3571,0.3444
"loc2536",0.5357,0.4762,0.5111
"loc2537",0.3214,0.3571,0.3444
"loc2538",0.3929,0.4286,0.4
"loc2539",0,0.1429,0.1889
"loc2540",0,0.1429,0.1
"loc2541",0.125,0.1429,0
"loc2542",0,0.4286,0.4778
"loc2543",0,0.4286,0.4778
"loc2544",0,0.5238,0.4778
"loc2545",0.125,0,0.1
"loc2546",0.3929,0.1429,0.3889
"loc2547",0.3214,0.5238,0.4667
"loc2548",0.3214,0.1429,0.3889
"loc2549",0.3929,0.1429,0.3333
"loc2550",0.25,0.3571,0
"loc2551",0,0.1429,0.1889
"loc2552",0.125,0.1429,0.2778
"loc2553",0,0.381,0.1
"loc2554",0.2321,0.1429,0.1
"loc2555",0.2321,0.1429,0.1
"loc2556",0,0.381,0.1
"loc2557",0,0.381,0
"loc2558",0.4821,0.4524,0.3333
"loc2559",0.125,0.1429,0.2778
"loc2560",0.125,0.2619,0.2667
"loc2561",0.3214,0.1429,0.1
"loc2562",0,0,0.1889
"loc2563",0.4107,0.5,0.5333
"loc2564",0.125,0,0.1
"loc2565",0.2321,0.381,0
"loc2566",0.2321,0.381,0
"loc2567",0.125,0.2619,0.2667
"loc2568",0.4821,0.1429,0.5333
"loc2569",0,0.1429,0.2
"loc2570",0,0.2619,0.1
"loc2571",0.3929,0.5476,0.5111
"loc2572",0.4107,0.5476,0.4778
"loc2573",0.2321,0,0.2778
"loc2574",0,0.381,0.1
"loc2575",0.3214,0,0.3444
"loc2576",0,0,0.1889
"loc2577",0.2321,0.1429,0.1889
"loc2578",0,0.2619,0.1
"loc2579",0.4464,0.5,0.4778
"loc2580",0,0,0.1889
"loc2581",0.3214,0.5238,0.2667
"loc2582",0.3214,0.5238,0.2667
"loc2583",0,0,0.1889
"loc2584",0.3214,0.1429,0
"loc2585",0.3393,0.2619,0.3333
"loc2586",0,0.1429,0.3333
"loc2587",0.125,0.1429,0
"loc2588",0.5,0.3571,0.5111
"loc2589",0.2321,0.3571,0.4444
"loc2590",0.5179,0,0.2778
"loc2591",0.2321,0.5476,0.5111
"loc2592",0,0.2619,0
"loc2593",0,0.1429,0.1
"loc2594",0.3214,0.2619,0.1889
"loc2595",0.4286,0.4524,0.5333
"loc2596",0.4286,0.5476,0.5222
"loc2597",0.4643,0.2619,0.3889
"loc2598",0.4286,0.5238,0.5222
"loc2599",0.3929,0.4524,0.5444
"loc2600",0.5,0.5238,0.4889
"loc2601",0.5,0.5238,0.4889
"loc2602",0.5,0.5238,0.4333
"loc2603",0.4464,0.4762,0.3889
"loc2604",0.5,0.5238,0.1889
"loc2605",0,0.1429,0.1
"loc2606",0.125,0.1429,0
"loc2607",0.5,0.5,0.4667
"loc2608",0.5,0.5,0.4889
"loc2609",0.4821,0.3571,0.4667
"loc2610",0.4821,0.3571,0.4667
"loc2611",0.4464,0.3571,0.1
"loc2612",0.5,0.4286,0.3333
"loc2613",0.5,0.3571,0.5111
"loc2614",0.125,0,0.2667
"loc2615",0.125,0.2857,0.3444
"loc2616",0.125,0,0.1
"loc2617",0.125,0.1429,0.4111
"loc2618",0.125,0,0.1889
"loc2619",0,0.1429,0.1889
"loc2620",0.3929,0,0
"loc2621",0,0.1429,0.1889
"loc2622",0,0.2619,0.1
"loc2623",0.3214,0.381,0.3889
"loc2624",0.4464,0,0.3889
"loc2625",0.125,0.2619,0
"loc2626",0.2321,0,0.1
"loc2627",0.125,0.1429,0
"loc2628",0,0.1429,0.4
"loc2629",0.2321,0.2857,0.2667
"loc2630",0.3214,0,0
"loc2631",0,0.1429,0.3444
"loc2632",0.4107,0,0.2667
"loc2633",0.4821,0.381,0.3444
"loc2634",0,0.381,0.1
"loc2635",0,0.381,0.1
"loc2636",0.125,0.381,0.1
"loc2637",0.125,0.381,0.1
"loc2638",0.5357,0.5476,0.4778
"loc2639",0.5,0.381,0.2667
"loc2640",0.3393,0.381,0
"loc2641",0.125,0.5238,0.3556
"loc2642",0.5,0.1429,0.5111
"loc2643",0,0.1429,0.3333
"loc2644",0,0,0.1889
"loc2645",0.125,0,0.1889
"loc2646",0.125,0,0.1
"loc2647",0.125,0,0.1
"loc2648",0,0,0.1889
"loc2649",0,0.1429,0.2667
"loc2650",0,0.1429,0.2667
"loc2651",0.125,0,0.1
"loc2652",0.5179,0.4524,0.5222
"loc2653",0,0.2619,0.1
"loc2654",0,0,0.1889
"loc2655",0,0.2619,0.2778
"loc2656",0.3214,0,0.1
"loc2657",0.2321,0,0.2
"loc2658",0.3214,0,0.2
"loc2659",0.3393,0.4762,0.5222
"loc2660",0.4643,0.5238,0.5333
"loc2661",0,0,0.2
"loc2662",0.5357,0.5238,0.2667
"loc2663",0.125,0.5476,0.3889
"loc2664",0.2321,0,0.1
"loc2665",0.4107,0.5476,0.5
"loc2666",0.125,0.5476,0.3889
"loc2667",0.125,0.4524,0.2667
"loc2668",0,0.2619,0.2667
"loc2669",0.4107,0.5476,0.4778
"loc2670",0.125,0,0.2667
"loc2671",0.125,0.1429,0.1
"loc2672",0,0.3571,0.3333
"loc2673",0,0,0.2
"loc2674",0.3929,0.3571,0.1
"loc2675",0.125,0.2619,0.1889
"loc2676",0.125,0,0.1
"loc2677",0.125,0,0.2667
"loc2678",0.125,0,0.2667
"loc2679",0.5536,0.5,0.4778
"loc2680",0.125,0.3571,0
"loc2681",0.125,0.1429,0
"loc2682",0.125,0.1429,0
"loc2683",0.2321,0,0.2667
"loc2684",0.2321,0.4762,0.1889
"loc2685",0.125,0,0.1
"loc2686",0.5179,0.4286,0.5111
"loc2687",0,0.1429,0.1
"loc2688",0.125,0,0.1
"loc2689",0.125,0,0.1
"loc2690",0.5,0.5238,0.3333
"loc2691",0.4286,0.1429,0.3333
"loc2692",0.4107,0.4286,0.3333
"loc2693",0.2321,0,0.2778
"loc2694",0.125,0.3571,0.1889
"loc2695",0.3393,0.5238,0.4
"loc2696",0,0.1429,0.3444
"loc2697",0.125,0.1429,0.2778
"loc2698",0.4107,0.5,0.1889
"loc2699",0.125,0.4286,0.3333
"loc2700",0.2321,0.2619,0.1
"loc2701",0.5357,0.5,0.5111
"loc2702",0.5,0.5238,0.4
"loc2703",0.125,0.2619,0.4778
"loc2704",0,0.1429,0.2667
"loc2705",0,0.2619,0.1
"loc2706",0.5179,0.5,0.4889
"loc2707",0.3214,0.1429,0
"loc2708",0.2321,0.2857,0.1
"loc2709",0.125,0.2619,0.3444
"loc2710",0,0,0.1889
"loc2711",0.2321,0.4286,0.5111
"loc2712",0,0.1429,0.1
"loc2713",0,0.1429,0.1
"loc2714",0,0.1429,0.1889
"loc2715",0,0,0.1889
"loc2716",0,0.4762,0.2778
"loc2717",0,0.4762,0.2778
"loc2718",0,0.1429,0.2778
"loc2719",0.125,0.2619,0.2
"loc2720",0.125,0.2619,0.2
"loc2721",0.125,0.2619,0.2
"loc2722",0.125,0.2619,0.2
"loc2723",0.125,0.2619,0.2
"loc2724",0.125,0.1429,0.2
"loc2725",0.2321,0.1429,0.2667
"loc2726",0.2321,0,0
"loc2727",0,0.381,0
"loc2728",0.5179,0.5,0.5333
"loc2729",0.4107,0.3571,0.1889
"loc2730",0.2321,0.3571,0.4111
"loc2731",0.2321,0,0.4444
"loc2732",0.3929,0.381,0.4444
"loc2733",0.125,0.1429,0.1
"loc2734",0.3214,0.5238,0.2667
"loc2735",0.125,0,0.1
"loc2736",0.5,0.5238,0.4
"loc2737",0.4643,0.5,0.4556
"loc2738",0.4464,0.4524,0.2667
"loc2739",0.5357,0.5,0.1889
"loc2740",0.3214,0.381,0.1
"loc2741",0.2321,0.1429,0.1889
"loc2742",0.2321,0,0
"loc2743",0,0,0.1889
"loc2744",0.125,0.5238,0.1
"loc2745",0.3929,0.4286,0.1889
"loc2746",0.3929,0.4762,0.2667
"loc2747",0,0,0.1889
"loc2748",0.125,0.1429,0.1
"loc2749",0.125,0,0.1
"loc2750",0.125,0,0.1
"loc2751",0.125,0,0.1
"loc2752",0.125,0,0.1
"loc2753",0.125,0,0.1
"loc2754",0.125,0,0.1
"loc2755",0.125,0,0.1
"loc2756",0.125,0,0.1
"loc2757",0.125,0,0.1
"loc2758",0.125,0,0.1
"loc2759",0.125,0,0.1
"loc2760",0.125,0,0.1
"loc2761",0.125,0,0.1
"loc2762",0.125,0,0.1
"loc2763",0.125,0,0.1
"loc2764",0,0.1429,0.1889
"loc2765",0,0.1429,0.1889
"loc2766",0,0.1429,0.1889
"loc2767",0,0.1429,0.1889
"loc2768",0,0.1429,0.1889
"loc2769",0,0.1429,0.1889
"loc2770",0,0.2619,0.1889
"loc2771",0.5,0.4286,0.4889
"loc2772",0,0.2619,0.1889
"loc2773",0,0.1429,0.1889
"loc2774",0,0.2619,0.1889
"loc2775",0,0.2619,0.1889
"loc2776",0,0.1429,0.1889
"loc2777",0,0.1429,0.1889
"loc2778",0.5,0.3571,0.5111
"loc2779",0,0.2619,0.1
"loc2780",0.5179,0.1429,0.4
"loc2781",0,0.381,0.1
"loc2782",0,0.1429,0.2
"loc2783",0.125,0.381,0.1
"loc2784",0,0,0.2778
"loc2785",0,0.1429,0.2
"loc2786",0.125,0.2619,0.1889
"loc2787",0.125,0.2619,0.1889
"loc2788",0,0.2619,0
"loc2789",0.4821,0.5,0.2667
"loc2790",0,0.2619,0.3444
"loc2791",0,0.381,0.4111
"loc2792",0.5179,0.4286,0.4667
"loc2793",0.5,0.5,0.4667
"loc2794",0.125,0.4286,0.1889
"loc2795",0.5,0.5,0.4889
"loc2796",0,0,0.2667
"loc2797",0,0.1429,0.1
"loc2798",0,0.1429,0.1
"loc2799",0.125,0.1429,0.3444
"loc2800",0.5179,0.4762,0.4889
"loc2801",0,0.1429,0.3444
"loc2802",0.2321,0.4762,0.1889
"loc2803",0.3929,0.5476,0.5111
"loc2804",0,0.2619,0
"loc2805",0.5,0.4286,0.5
"loc2806",0,0.4524,0.1
"loc2807",0.3929,0,0
"loc2808",0,0.381,0.1889
"loc2809",0.4464,0.5238,0.2778
"loc2810",0.4643,0.381,0.2667
"loc2811",0.125,0.4286,0.4111
"loc2812",0.125,0.3571,0.4111
"loc2813",0.125,0.3571,0.4111
"loc2814",0.125,0.3571,0.4111
"loc2815",0.125,0.4286,0.4111
"loc2816",0,0.3571,0.3444
"loc2817",0.125,0.4286,0.4111
"loc2818",0.125,0.4286,0.4111
"loc2819",0,0.1429,0.1889
"loc2820",0,0.381,0.2667
"loc2821",0,0.4286,0.5222
"loc2822",0,0.5238,0.5222
"loc2823",0.3214,0,0.1
"loc2824",0,0.5238,0.5222
"loc2825",0,0.5238,0.5222
"loc2826",0,0.5238,0.5222
"loc2827",0,0.5238,0.5222
"loc2828",0.4464,0.4524,0.4556
"loc2829",0.5179,0.5238,0.4889
"loc2830",0.2321,0.381,0.1889
"loc2831",0.125,0.1429,0
"loc2832",0.3214,0.3571,0.4
"loc2833",0.2321,0,0
"loc2834",0.2321,0,0
"loc2835",0.2321,0,0
"loc2836",0.125,0.1429,0.1
"loc2837",0.2321,0,0.1889
"loc2838",0.3214,0.2619,0.2667
"loc2839",0.125,0.1429,0
"loc2840",0.5179,0.4524,0.3889
"loc2841",0.125,0,0.1889
"loc2842",0.125,0,0.1889
"loc2843",0.125,0,0.1889
"loc2844",0.125,0,0.1889
"loc2845",0,0.1429,0.1889
"loc2846",0.5,0.3571,0.3889
"loc2847",0.125,0,0.1
"loc2848",0.3214,0,0.2778
"loc2849",0.4643,0.1429,0
"loc2850",0.2321,0,0
"loc2851",0.5,0.5238,0.4778
"loc2852",0,0.1429,0.1
"loc2853",0,0,0.1889
"loc2854",0.4643,0.5476,0.4444
"loc2855",0.2321,0.2619,0.3444
"loc2856",0.3393,0,0.3333
"loc2857",0.4643,0.4286,0.4444
"loc2858",0,0,0.1889
"loc2859",0.125,0.1429,0.3444
"loc2860",0.125,0,0.1
"loc2861",0.3929,0,0.1
"loc2862",0.2321,0.2619,0.3444
"loc2863",0.4643,0.5476,0.3889
"loc2864",0.5357,0.3571,0.5444
"loc2865",0.4464,0.1429,0.5333
"loc2866",0.5357,0.4524,0.4889
"loc2867",0.5357,0.4286,0.4333
"loc2868",0.5179,0.3571,0.4444
"loc2869",0.5179,0.3571,0.4
"loc2870",0.3929,0.2619,0.4444
"loc2871",0.125,0,0.2
"loc2872",0.3214,0.4524,0.5111
"loc2873",0.5536,0.4524,0.5222
"loc2874",0.5,0.3571,0.4333
"loc2875",0.5,0.3571,0.4333
"loc2876",0.2321,0.1429,0.1
"loc2877",0,0.2619,0
"loc2878",0,0.1429,0.2667
"loc2879",0.125,0.2619,0
"loc2880",0.2321,0.1429,0.4333
"loc2881",0.3929,0.1429,0.2667
"loc2882",0.5,0.5,0.5
"loc2883",0.125,0.2619,0.1
"loc2884",0.5,0.5,0.4889
"loc2885",0.5,0.5,0.5
"loc2886",0.5,0.5,0.5
"loc2887",0.2321,0.2619,0.1
"loc2888",0.5,0.5,0.5
"loc2889",0.5,0.4762,0.3889
"loc2890",0.5,0.5,0.5
"loc2891",0.4464,0.3571,0.4333
"loc2892",0.4821,0.3571,0.2667
"loc2893",0,0,0.1889
"loc2894",0.5357,0.4762,0.4333
"loc2895",0.125,0.2619,0
"loc2896",0.125,0.1429,0
"loc2897",0.2321,0,0.2
"loc2898",0.2321,0,0
"loc2899",0,0.2619,0.3444
"loc2900",0.2321,0,0.1
"loc2901",0,0.1429,0.1
"loc2902",0,0,0.1889
"loc2903",0.3214,0,0.3333
"loc2904",0.3214,0,0.3444
"loc2905",0.4643,0.2619,0.1
"loc2906",0.125,0.1429,0.1889
"loc2907",0.4643,0.5238,0.4444
"loc2908",0.2321,0.4524,0.4444
"loc2909",0.3393,0,0.1889
"loc2910",0.5357,0.4286,0.4889
"loc2911",0.5357,0.5238,0.5111
"loc2912",0,0.1429,0.1889
"loc2913",0.125,0,0.1889
"loc2914",0.125,0,0.1889
"loc2915",0.125,0,0.1889
"loc2916",0.125,0,0.1889
"loc2917",0.125,0,0.1889
"loc2918",0.125,0,0.1889
"loc2919",0.125,0,0.1889
"loc2920",0.125,0,0.1889
"loc2921",0.125,0,0.1889
"loc2922",0.125,0.1429,0.1889
"loc2923",0.125,0.1429,0.1889
"loc2924",0.125,0,0.1
"loc2925",0.125,0,0.1
"loc2926",0.125,0,0.1
"loc2927",0.125,0,0.1
"loc2928",0,0,0.1889
"loc2929",0.3393,0,0.5444
"loc2930",0.4821,0.5714,0.4
"loc2931",0.125,0,0.2667
"loc2932",0.4643,0.2619,0.1889
"loc2933",0,0.4524,0.4
"loc2934",0.4464,0.3571,0.3889
"loc2935",0,0.3571,0.2667
"loc2936",0.5,0.5,0.4667
"loc2937",0.125,0.1429,0.1
"loc2938",0.125,0,0.1889
"loc2939",0,0.381,0
"loc2940",0.125,0.2619,0
"loc2941",0,0.2857,0
"loc2942",0,0.4762,0.3889
"loc2943",0.4107,0,0.2667
"loc2944",0,0,0.1889
"loc2945",0.125,0,0.1889
"loc2946",0.125,0,0.1889
"loc2947",0.3214,0.1429,0.4
"loc2948",0.125,0,0.1
"loc2949",0.2321,0.2619,0.1
"loc2950",0.3214,0,0
"loc2951",0.2321,0,0.1889
"loc2952",0.3214,0.4524,0.5
"loc2953",0,0,0.2667
"loc2954",0.125,0.2619,0.1889
"loc2955",0.125,0.1429,0.2667
"loc2956",0,0,0.1889
"loc2957",0.3214,0.3571,0.1889
"loc2958",0,0.2619,0.1
"loc2959",0.5,0.5,0.4333
"loc2960",0.5179,0.5476,0.3889
"loc2961",0.4821,0.5,0.4667
"loc2962",0.5536,0.5,0.1889
"loc2963",0.5357,0.5476,0.5222
"loc2964",0.3929,0.5,0.3889
"loc2965",0.3929,0.5476,0.5111
"loc2966",0.125,0,0.2667
"loc2967",0,0.1429,0.4111
"loc2968",0.2321,0,0
"loc2969",0.4464,0.381,0.3333
"loc2970",0,0.1429,0.2667
"loc2971",0.25,0.2619,0.3889
"loc2972",0.2321,0.1429,0.2667
"loc2973",0,0.1429,0.3333
"loc2974",0,0.1429,0.1
"loc2975",0.4643,0.5476,0.5222
"loc2976",0.3214,0.5476,0.5333
"loc2977",0.3214,0.5238,0.5333
"loc2978",0.2321,0,0.1
"loc2979",0,0,0.4
"loc2980",0.2321,0.1429,0.1889
"loc2981",0.4464,0.4524,0.3889
"loc2982",0.3929,0.2619,0.3889
"loc2983",0.125,0,0.2667
"loc2984",0.4821,0,0
"loc2985",0.5,0.5,0.1
"loc2986",0,0,0.4
"loc2987",0.125,0.5476,0.4444
"loc2988",0.25,0.5,0.3444
"loc2989",0.3929,0.5476,0.5333
"loc2990",0,0,0.2667
"loc2991",0.2321,0,0.3889
"loc2992",0.2321,0,0
"loc2993",0.5,0,0.3889
"loc2994",0.5357,0.2619,0.5333
"loc2995",0.2321,0,0
"loc2996",0.2321,0,0.3889
"loc2997",0.5179,0.4524,0.3333
"loc2998",0.5179,0.5238,0.4889
"loc2999",0.2321,0.2619,0.2667
"loc3000",0.2321,0.2619,0.3333
"loc3001",0,0.1429,0.2778
"loc3002",0.2321,0,0
"loc3003",0,0.1429,0.1
"loc3004",0.3393,0,0.1
"loc3005",0.5,0.1429,0.2667
"loc3006",0.5,0.2619,0.1889
"loc3007",0.5,0.2619,0.2667
"loc3008",0.5,0.2619,0.2667
"loc3009",0.5,0.2619,0.3333
"loc3010",0,0.5476,0.4333
"loc3011",0,0.2619,0.4333
"loc3012",0.125,0.2619,0
"loc3013",0,0.5,0.1
"loc3014",0.2321,0.3571,0.1
"loc3015",0.125,0.2619,0.3889
"loc3016",0.2321,0.1429,0.3444
"loc3017",0.2321,0.1429,0.3444
"loc3018",0,0.2619,0
"loc3019",0.125,0,0.2
"loc3020",0.2321,0.1429,0.3444
"loc3021",0,0.1429,0.1889
"loc3022",0,0.1429,0.1889
"loc3023",0,0.1429,0.1889
"loc3024",0,0.1429,0.1889
"loc3025",0,0.1429,0.1889
"loc3026",0,0.1429,0.1889
"loc3027",0,0.1429,0.1889
"loc3028",0,0.1429,0.1889
"loc3029",0,0.1429,0.1889
"loc3030",0,0.1429,0.1889
"loc3031",0,0.1429,0.1889
"loc3032",0,0.1429,0.1889
"loc3033",0,0.1429,0.1
"loc3034",0,0.1429,0.1
"loc3035",0,0,0.1889
"loc3036",0,0,0.1889
"loc3037",0,0,0.1889
"loc3038",0,0,0.1889
"loc3039",0,0,0.1889
"loc3040",0,0,0.1889
"loc3041",0,0,0.1889
"loc3042",0,0,0.1889
"loc3043",0,0,0.1889
"loc3044",0,0,0.1889
"loc3045",0,0,0.1889
"loc3046",0,0,0.1889
"loc3047",0,0,0.1889
"loc3048",0,0,0.1889
"loc3049",0,0,0.1889
"loc3050",0,0,0.1889
"loc3051",0,0,0.1889
